"Step","no_attack - train/loss","no_attack - train/loss__MIN","no_attack - train/loss__MAX"
"735","0.1755","0.1755","0.1755"
"736","0.3656","0.3656","0.3656"
"737","0.211","0.211","0.211"
"738","0.12","0.12","0.12"
"739","0.0505","0.0505","0.0505"
"740","0.1537","0.1537","0.1537"
"741","0.2685","0.2685","0.2685"
"742","0.1499","0.1499","0.1499"
"743","0.0818","0.0818","0.0818"
"744","0.1608","0.1608","0.1608"
"745","0.1098","0.1098","0.1098"
"746","0.2027","0.2027","0.2027"
"747","0.2243","0.2243","0.2243"
"748","0.1707","0.1707","0.1707"
"749","0.0556","0.0556","0.0556"
"750","0.1911","0.1911","0.1911"
"751","0.0743","0.0743","0.0743"
"752","0.1622","0.1622","0.1622"
"753","0.2028","0.2028","0.2028"
"754","0.301","0.301","0.301"
"755","0.1987","0.1987","0.1987"
"756","0.2292","0.2292","0.2292"
"757","0.1325","0.1325","0.1325"
"758","0.0927","0.0927","0.0927"
"759","0.1577","0.1577","0.1577"
"760","0.2684","0.2684","0.2684"
"761","0.0925","0.0925","0.0925"
"762","0.2358","0.2358","0.2358"
"763","0.1444","0.1444","0.1444"
"764","0.2313","0.2313","0.2313"
"765","0.3134","0.3134","0.3134"
"766","0.1179","0.1179","0.1179"
"767","0.3991","0.3991","0.3991"
"768","0.1402","0.1402","0.1402"
"769","0.2617","0.2617","0.2617"
"770","0.1326","0.1326","0.1326"
"771","0.1902","0.1902","0.1902"
"772","0.2309","0.2309","0.2309"
"773","0.2678","0.2678","0.2678"
"774","0.1891","0.1891","0.1891"
"775","0.176","0.176","0.176"
"776","0.1811","0.1811","0.1811"
"777","0.1833","0.1833","0.1833"
"778","0.1167","0.1167","0.1167"
"779","0.1833","0.1833","0.1833"
"780","0.249","0.249","0.249"
"781","0.1837","0.1837","0.1837"
"782","0.1257","0.1257","0.1257"
"783","0.1408","0.1408","0.1408"
"784","0.1907","0.1907","0.1907"
"785","0.147","0.147","0.147"
"786","0.1628","0.1628","0.1628"
"787","0.0933","0.0933","0.0933"
"788","0.1265","0.1265","0.1265"
"789","0.1181","0.1181","0.1181"
"790","0.1639","0.1639","0.1639"
"791","0.1703","0.1703","0.1703"
"792","0.0954","0.0954","0.0954"
"793","0.0663","0.0663","0.0663"
"794","0.1208","0.1208","0.1208"
"795","0.1391","0.1391","0.1391"
"796","0.057","0.057","0.057"
"797","0.0908","0.0908","0.0908"
"798","0.2207","0.2207","0.2207"
"799","0.1316","0.1316","0.1316"
"800","0.1672","0.1672","0.1672"
"801","0.121","0.121","0.121"
"802","0.2487","0.2487","0.2487"
"803","0.1176","0.1176","0.1176"
"804","0.1415","0.1415","0.1415"
"805","0.247","0.247","0.247"
"806","0.1092","0.1092","0.1092"
"807","0.1717","0.1717","0.1717"
"808","0.1522","0.1522","0.1522"
"809","0.1507","0.1507","0.1507"
"810","0.1177","0.1177","0.1177"
"811","0.1912","0.1912","0.1912"
"812","0.1503","0.1503","0.1503"
"813","0.172","0.172","0.172"
"814","0.0954","0.0954","0.0954"
"815","0.169","0.169","0.169"
"816","0.1731","0.1731","0.1731"
"817","0.1424","0.1424","0.1424"
"818","0.1186","0.1186","0.1186"
"819","0.1339","0.1339","0.1339"
"820","0.1234","0.1234","0.1234"
"821","0.0648","0.0648","0.0648"
"822","0.053","0.053","0.053"
"823","0.1652","0.1652","0.1652"
"824","0.1239","0.1239","0.1239"
"825","0.1626","0.1626","0.1626"
"826","0.0871","0.0871","0.0871"
"827","0.0546","0.0546","0.0546"
"828","0.0681","0.0681","0.0681"
"829","0.0508","0.0508","0.0508"
"830","0.1772","0.1772","0.1772"
"831","0.1047","0.1047","0.1047"
"832","0.1578","0.1578","0.1578"
"833","0.0768","0.0768","0.0768"
"834","0.1304","0.1304","0.1304"
"835","0.0476","0.0476","0.0476"
"836","0.0546","0.0546","0.0546"
"837","0.0846","0.0846","0.0846"
"838","0.0886","0.0886","0.0886"
"839","0.1364","0.1364","0.1364"
"840","0.1761","0.1761","0.1761"
"841","0.1645","0.1645","0.1645"
"842","0.0636","0.0636","0.0636"
"843","0.184","0.184","0.184"
"844","0.0905","0.0905","0.0905"
"845","0.0788","0.0788","0.0788"
"846","0.0868","0.0868","0.0868"
"847","0.028","0.028","0.028"
"848","0.0444","0.0444","0.0444"
"849","0.1796","0.1796","0.1796"
"850","0.0935","0.0935","0.0935"
"851","0.1565","0.1565","0.1565"
"852","0.1833","0.1833","0.1833"
"853","0.094","0.094","0.094"
"854","0.1049","0.1049","0.1049"
"855","0.1712","0.1712","0.1712"
"856","0.0828","0.0828","0.0828"
"857","0.0724","0.0724","0.0724"
"858","0.1409","0.1409","0.1409"
"859","0.1001","0.1001","0.1001"
"860","0.1248","0.1248","0.1248"
"861","0.065","0.065","0.065"
"862","0.1791","0.1791","0.1791"
"863","0.0582","0.0582","0.0582"
"864","0.0834","0.0834","0.0834"
"865","0.0662","0.0662","0.0662"
"866","0.123","0.123","0.123"
"867","0.03","0.03","0.03"
"868","0.0447","0.0447","0.0447"
"869","0.0762","0.0762","0.0762"
"870","0.0726","0.0726","0.0726"
"871","0.1571","0.1571","0.1571"
"872","0.3314","0.3314","0.3314"
"873","0.0379","0.0379","0.0379"
"874","0.193","0.193","0.193"
"875","0.0557","0.0557","0.0557"
"876","0.2812","0.2812","0.2812"
"877","0.1777","0.1777","0.1777"
"878","0.1656","0.1656","0.1656"
"879","0.1132","0.1132","0.1132"
"880","0.111","0.111","0.111"
"881","0.1055","0.1055","0.1055"
"882","0.226","0.226","0.226"
"883","0.1651","0.1651","0.1651"
"884","0.1093","0.1093","0.1093"
"885","0.1108","0.1108","0.1108"
"886","0.0515","0.0515","0.0515"
"887","0.1452","0.1452","0.1452"
"888","0.1087","0.1087","0.1087"
"889","0.2216","0.2216","0.2216"
"890","0.0874","0.0874","0.0874"
"891","0.0535","0.0535","0.0535"
"892","0.1339","0.1339","0.1339"
"893","0.2224","0.2224","0.2224"
"894","0.1236","0.1236","0.1236"
"895","0.2056","0.2056","0.2056"
"896","0.1038","0.1038","0.1038"
"897","0.041","0.041","0.041"
"898","0.1329","0.1329","0.1329"
"899","0.0914","0.0914","0.0914"
"900","0.0403","0.0403","0.0403"
"901","0.145","0.145","0.145"
"902","0.1161","0.1161","0.1161"
"903","0.1282","0.1282","0.1282"
"904","0.1005","0.1005","0.1005"
"905","0.048","0.048","0.048"
"906","0.1177","0.1177","0.1177"
"907","0.0274","0.0274","0.0274"
"908","0.1122","0.1122","0.1122"
"909","0.0887","0.0887","0.0887"
"910","0.1577","0.1577","0.1577"
"911","0.1595","0.1595","0.1595"
"912","0.093","0.093","0.093"
"913","0.1269","0.1269","0.1269"
"914","0.0533","0.0533","0.0533"
"915","0.2047","0.2047","0.2047"
"916","0.1375","0.1375","0.1375"
"917","0.1332","0.1332","0.1332"
"918","0.0359","0.0359","0.0359"
"919","0.2171","0.2171","0.2171"
"920","0.1194","0.1194","0.1194"
"921","0.0982","0.0982","0.0982"
"922","0.0897","0.0897","0.0897"
"923","0.0771","0.0771","0.0771"
"924","0.0748","0.0748","0.0748"
"925","0.2248","0.2248","0.2248"
"926","0.1519","0.1519","0.1519"
"927","0.1708","0.1708","0.1708"
"928","0.0697","0.0697","0.0697"
"929","0.0935","0.0935","0.0935"
"930","0.0258","0.0258","0.0258"
"931","0.0696","0.0696","0.0696"
"932","0.0733","0.0733","0.0733"
"933","0.1761","0.1761","0.1761"
"934","0.0996","0.0996","0.0996"
"935","0.1185","0.1185","0.1185"
"936","0.162","0.162","0.162"
"937","0.1198","0.1198","0.1198"
"938","0.0802","0.0802","0.0802"
"939","0.1165","0.1165","0.1165"
"940","0.157","0.157","0.157"
"941","0.1324","0.1324","0.1324"
"942","0.072","0.072","0.072"
"943","0.1871","0.1871","0.1871"
"944","0.1333","0.1333","0.1333"
"945","0.1349","0.1349","0.1349"
"946","0.1677","0.1677","0.1677"
"947","0.1153","0.1153","0.1153"
"948","0.1474","0.1474","0.1474"
"949","0.3","0.3","0.3"
"950","0.0713","0.0713","0.0713"
"951","0.0431","0.0431","0.0431"
"952","0.117","0.117","0.117"
"953","0.1713","0.1713","0.1713"
"954","0.152","0.152","0.152"
"955","0.1275","0.1275","0.1275"
"956","0.223","0.223","0.223"
"957","0.075","0.075","0.075"
"958","0.0811","0.0811","0.0811"
"959","0.0717","0.0717","0.0717"
"960","0.163","0.163","0.163"
"961","0.076","0.076","0.076"
"962","0.2216","0.2216","0.2216"
"963","0.0724","0.0724","0.0724"
"964","0.1041","0.1041","0.1041"
"965","0.1475","0.1475","0.1475"
"966","0.0739","0.0739","0.0739"
"967","0.1079","0.1079","0.1079"
"968","0.0456","0.0456","0.0456"
"969","0.0986","0.0986","0.0986"
"970","0.0769","0.0769","0.0769"
"971","0.082","0.082","0.082"
"972","0.1155","0.1155","0.1155"
"973","0.0527","0.0527","0.0527"
"974","0.1385","0.1385","0.1385"
"975","0.0444","0.0444","0.0444"
"976","0.0852","0.0852","0.0852"
"977","0.083","0.083","0.083"
"978","0.2599","0.2599","0.2599"
"979","0.0993","0.0993","0.0993"
"980","0.1078","0.1078","0.1078"
"981","0.2137","0.2137","0.2137"
"982","0.1434","0.1434","0.1434"
"983","0.0841","0.0841","0.0841"
"984","0.149","0.149","0.149"
"985","0.108","0.108","0.108"
"986","0.1638","0.1638","0.1638"
"987","0.069","0.069","0.069"
"988","0.2333","0.2333","0.2333"
"989","0.1851","0.1851","0.1851"
"990","0.069","0.069","0.069"
"991","0.1429","0.1429","0.1429"
"992","0.1745","0.1745","0.1745"
"993","0.0703","0.0703","0.0703"
"994","0.1324","0.1324","0.1324"
"995","0.1267","0.1267","0.1267"
"996","0.1378","0.1378","0.1378"
"997","0.1329","0.1329","0.1329"
"998","0.1817","0.1817","0.1817"
"999","0.1277","0.1277","0.1277"
