Wall time,Step,Value
1599621245.4717755,11910,5.67572546005249
1599621467.4246209,12510,5.477423191070557
1599622068.12993,14110,5.0980963706970215
1599622142.3383558,14310,5.0654215812683105
1599622256.2972572,14610,4.992343425750732
1599622671.7716928,15710,4.828710079193115
1599623233.379455,17210,4.672511577606201
1599623347.2601264,17510,4.618271827697754
1599624101.0424385,19510,4.457559585571289
1599624741.3106844,20320,4.411642551422119
1599624888.0752225,20720,4.3761067390441895
1599625621.1001751,22720,4.290421962738037
1599626698.217362,25620,4.2649102210998535
1599626809.111648,25920,4.25276517868042
1599627142.921984,26820,4.248863697052002
1599627550.875558,27920,4.229199409484863
1599627734.9832256,28420,4.214252948760986
1599627809.1503012,28620,4.2136054039001465
1599627995.798778,29120,4.202938079833984
1599629779.865013,33030,4.171751499176025
1599629966.3365102,33530,4.121465682983398
1599630526.9675682,35030,4.139379501342773
1599630747.8263924,35630,4.107378959655762
1599630935.370936,36130,4.116918087005615
1599631194.9702003,36830,4.137839317321777
1599631418.103089,37430,4.144236087799072
1599632121.5755594,39330,4.11516809463501
1599633053.7742543,40940,4.080143928527832
1599633127.562116,41140,4.077206611633301
1599633422.04397,41940,4.058655261993408
1599633868.6678438,43140,4.051309108734131
1599634203.8125713,44040,4.082088470458984
1599634499.5767598,44840,4.1078200340271
1599635095.3210146,46440,4.05544376373291
1599635242.731994,46840,4.096721649169922
1599637583.835401,52250,4.066805362701416
1599637621.1904647,52350,4.043806076049805
1599638251.782822,54050,4.048829555511475
1599638362.7319918,54350,4.055489540100098
1599638474.5251222,54650,4.0835700035095215
1599639031.5614502,56150,4.04915189743042
1599639143.1573408,56450,4.023881912231445
1599639180.8252823,56550,4.062704086303711
1599639550.2411244,57550,3.9965317249298096
1599640182.0995293,59250,4.009425640106201
1599640256.4532893,59450,4.047461986541748
1599641372.2988603,61560,4.029565811157227
1599642003.7798886,63260,4.045975685119629
1599642190.6794698,63760,4.0563788414001465
1599643194.0033083,66460,4.042072296142578
1599643562.925155,67460,4.088698863983154
1599643785.8994176,68060,4.049693584442139
1599644045.6885757,68760,4.016595363616943
1599644083.1331112,68860,4.051468372344971
1599644984.1695206,70370,4.054429531097412
1599645645.1305528,72170,4.012170314788818
1599645719.422625,72370,4.0387282371521
1599646164.924328,73570,4.020436763763428
1599646428.1582713,74270,4.0171637535095215
1599646465.6521635,74370,4.043954372406006
1599646539.9626584,74570,4.024974346160889
1599646652.787431,74870,4.028465747833252
1599646726.9851172,75070,4.011730670928955
1599647175.1768105,76270,4.026422500610352
1599647548.6297665,77270,4.055910587310791
1599648182.9437537,78970,4.047016620635986
1599649488.4088578,81580,3.9855105876922607
1599649636.7929707,81980,4.015726089477539
1599649783.5525062,82380,4.019999980926514
1599650079.2475896,83180,4.01591157913208
1599650413.1127036,84080,4.029978275299072
1599650561.9161992,84480,4.055292129516602
1599650896.56968,85380,4.03689432144165
1599651044.6600785,85780,4.043846130371094
1599651380.4296944,86680,4.024796009063721
1599651529.8853152,87080,3.978820562362671
1599651603.8388102,87280,4.0363006591796875
1599651678.232291,87480,4.020493030548096
1599651938.663479,88180,4.045432090759277
1599652123.692765,88680,4.003228187561035
1599652198.7148705,88880,4.02086067199707
1599652383.7765892,89380,4.027936935424805
1599652458.5135148,89580,4.040772438049316
1599652608.2330058,89980,4.023838996887207
1599653098.7874973,90390,3.9856700897216797
1599653318.366573,90990,4.023407459259033
1599653355.3785706,91090,3.965395927429199
1599654201.6408412,93390,4.010932445526123
1599654350.2275636,93790,4.022390365600586
1599655582.2057226,97090,4.014902591705322
1599655845.409076,97790,3.9987611770629883
1599656067.868914,98390,4.045154571533203
1599656590.1721041,99790,3.993900775909424
1599657081.7142634,100200,4.080803871154785
1599657337.4017756,100900,3.9995241165161133
1599657410.238848,101100,4.023427963256836
1599657630.8451636,101700,3.980752944946289
1599657705.2705083,101900,3.9986460208892822
1599658224.5583339,103300,4.017197608947754
1599658261.1328766,103400,4.040054798126221
1599658634.4298515,104400,4.012900352478027
1599658745.1377885,104700,4.035731315612793
1599659080.025904,105600,4.013804912567139
1599659229.750911,106000,4.001143455505371
1599659378.4858086,106400,4.02079439163208
1599659713.9461312,107300,4.012639045715332
1599659751.0246413,107400,4.034610748291016
1599659974.7837079,108000,4.021177768707275
1599660011.4428937,108100,4.004634380340576
1599660197.4178567,108600,4.040625095367432
1599661209.110674,110410,4.012373924255371
1599661317.686059,110710,4.020266056060791
1599661648.3104396,111610,3.999929428100586
1599662763.175077,114610,4.016017913818359
1599663246.5785666,115910,4.006537437438965
1599663469.4249935,116510,4.017220973968506
1599663581.4730523,116810,3.9960403442382812
1599663656.1316352,117010,4.0077433586120605
1599663808.467835,117410,4.005606174468994
1599664033.4062488,118010,4.030210971832275
1599664219.008798,118510,4.010132789611816
1599664590.8657048,119510,3.991821050643921
1599664814.0465715,120110,4.001355171203613
1599665324.5263586,120620,3.966634511947632
1599665691.9213529,121620,3.9988274574279785
1599665877.0771017,122120,4.031163692474365
1599667249.7907245,125820,3.9693570137023926
1599667397.5787778,126220,4.026277542114258
1599667434.7956905,126320,4.029483795166016
1599667472.318914,126420,4.014007568359375
1599668138.2592788,128220,4.004180431365967
1599668583.508131,129420,4.015585422515869
1599668620.3466766,129520,4.0581746101379395
1599668842.6659884,130120,3.9931373596191406
1599669443.4956985,130830,4.0016188621521
1599670408.0360518,133430,3.976168155670166
1599670853.034656,134630,4.043193340301514
1599671262.9983892,135730,3.987133264541626
1599671374.3807678,136030,4.001667499542236
1599671484.3282757,136330,3.986220121383667
1599672226.3076148,138330,3.9940171241760254
1599672452.6037667,138930,4.007083892822266
1599672714.0600934,139630,3.980476140975952
1599673266.0821106,140240,4.0694451332092285
1599673855.1299644,141840,3.9566256999969482
1599673967.033474,142140,3.958425283432007
1599674376.3781161,143240,3.9911046028137207
1599674487.9232683,143540,4.002885341644287
1599674597.9018426,143840,4.014676570892334
1599674635.270507,143940,3.997823476791382
1599676418.0030816,148740,4.038783550262451
1599676530.7387106,149040,4.017197132110596
1599676642.5716844,149340,4.0091447830200195
1599676679.1773593,149440,4.039085388183594
1599677832.8068876,151650,4.006009101867676
1599678278.6812642,152850,3.9987199306488037
1599678352.1828601,153050,3.991316795349121
1599678500.160788,153450,4.022993564605713
1599678648.0127904,153850,4.00858211517334
1599678797.5258863,154250,4.010188579559326
1599679729.4419956,156750,4.017218589782715
1599679766.9037483,156850,3.9766650199890137
1599680176.4647026,157950,3.979905843734741
1599680478.1603599,158750,4.004191875457764
1599680625.5886734,159150,3.9836010932922363
1599680700.4691792,159350,3.994053363800049
1599681672.0730479,161060,3.9727323055267334
1599682227.1067033,162560,3.978044271469116
1599682376.126118,162960,4.0218353271484375
1599683306.3495219,165460,3.9898762702941895
1599683903.1905978,167060,3.968484401702881
1599683940.007446,167160,4.008858680725098
1599684499.7922537,168660,3.996567726135254
1599684647.8511572,169060,3.9988691806793213
1599685581.8973997,170670,3.993546485900879
1599685619.2195835,170770,3.984053611755371
1599686095.959684,172070,4.0386643409729
1599686431.446112,172970,4.039509296417236
1599686617.281554,173470,4.002499103546143
1599686802.6137795,173970,4.014645099639893
1599686915.109411,174270,4.024542331695557
1599687100.0831118,174770,3.9802980422973633
1599687210.840886,175070,4.03225564956665
1599687657.2426102,176270,3.9712421894073486
1599687955.2532723,177070,4.007384300231934
1599688214.9208314,177770,4.015235900878906
1599688473.6847386,178470,3.9967033863067627
1599688807.0524993,179370,3.997469663619995
1599688954.881485,179770,4.011355876922607
1599689029.1625803,179970,4.006552219390869
1599689102.418112,180170,3.9939756393432617
1599689556.6398294,180480,3.9872488975524902
1599689812.476955,181180,4.003210067749023
1599690145.8410382,182080,3.9666318893432617
1599690517.2959785,183080,4.020167827606201
1599690665.0593317,183480,4.0078935623168945
1599690739.966599,183680,4.008355140686035
