Wall time,Step,Value
1606444447.3712718,101,0.7595468759536743
1606444460.252938,102,0.7799608707427979
1606444472.9833999,103,0.759417712688446
1606444485.7327316,104,0.7398537397384644
1606444498.4374874,105,0.772778332233429
1606444511.244654,106,0.7500613927841187
1606444523.916762,107,0.7944002151489258
1606444536.6696095,108,0.7311135530471802
1606444549.4216323,109,0.7406938672065735
1606444562.2873912,110,0.7430432438850403
1606444575.0086536,111,0.7469961643218994
1606444587.7219882,112,0.7311323881149292
1606444600.5262465,113,0.7414923310279846
1606444613.3245125,114,0.7176434397697449
1606444626.029785,115,0.7275629639625549
1606444638.8112566,116,0.7401195168495178
1606444651.5031812,117,0.7243362069129944
1606444664.2576742,118,0.7135188579559326
1606444676.9436662,119,0.7299714684486389
1606444689.5962424,120,0.7026262879371643
1606444702.4110432,121,0.728168785572052
1606444715.283247,122,0.7219542860984802
1606444727.9538362,123,0.7333481311798096
1606444740.6731873,124,0.7042307257652283
1606444753.3628104,125,0.715523898601532
1606444766.2618268,126,0.7204278111457825
1606444779.1025622,127,0.7034381628036499
1606444791.912122,128,0.6855247020721436
1606444804.6797688,129,0.6914966702461243
1606444817.6259487,130,0.6922232508659363
1606444830.3249032,131,0.7162662148475647
1606444843.1415818,132,0.6960512399673462
1606444855.9649992,133,0.7122520208358765
1606444868.5638156,134,0.6679100394248962
1606444881.3373766,135,0.6949201226234436
1606444894.0793936,136,0.6757369041442871
1606444906.830145,137,0.6771441102027893
1606444919.6269789,138,0.6892294883728027
1606444932.1570604,139,0.6689617037773132
1606444944.900856,140,0.6979274153709412
1606444957.667184,141,0.6812171936035156
1606444970.3965902,142,0.6925169229507446
1606444983.184157,143,0.6883549094200134
1606444995.885522,144,0.6656003594398499
1606445008.550415,145,0.6789311170578003
1606445021.4010699,146,0.6682473421096802
1606445034.193171,147,0.6519317626953125
1606445046.9292424,148,0.652610182762146
1606445059.7362301,149,0.6690338850021362
1606445072.5498996,150,0.6556425094604492
1606445085.2083693,151,0.6417741179466248
1606445098.012525,152,0.6421163082122803
1606445110.6995404,153,0.6417397856712341
1606445123.4597948,154,0.667192280292511
1606445136.161982,155,0.6659732460975647
1606445148.936442,156,0.6557976603507996
1606445161.6537733,157,0.6485226154327393
1606445174.4117794,158,0.6343696117401123
1606445187.1554441,159,0.6564024686813354
1606445199.9969962,160,0.6437771916389465
1606445212.8312397,161,0.6469888687133789
1606445225.6310394,162,0.6459823846817017
1606445238.273649,163,0.6225654482841492
1606445251.0594687,164,0.6358763575553894
1606445263.7551227,165,0.6381353735923767
1606445276.5376616,166,0.6520481705665588
1606445289.0522099,167,0.6285807490348816
1606445301.8074465,168,0.6363708972930908
1606445314.455245,169,0.6320865154266357
1606445327.3244457,170,0.6513471007347107
1606445340.10046,171,0.6394831538200378
1606445352.7042634,172,0.6261564493179321
1606445365.4411168,173,0.6580154895782471
1606445378.2405925,174,0.6289116740226746
1606445390.9578795,175,0.629721462726593
1606445403.6746628,176,0.6227211952209473
1606445416.413278,177,0.6132452487945557
1606445429.1735592,178,0.6204072833061218
1606445441.8224404,179,0.6365036964416504
1606445454.6129997,180,0.6210031509399414
1606445467.3861282,181,0.6474130153656006
1606445480.2320926,182,0.6148414611816406
1606445492.964836,183,0.6266000270843506
1606445505.6681883,184,0.6168083548545837
1606445518.371952,185,0.6194307208061218
1606445531.1646838,186,0.6419674754142761
1606445543.8977757,187,0.6222911477088928
1606445556.609475,188,0.6380261182785034
1606445569.324355,189,0.6131365895271301
1606445582.1338003,190,0.633773684501648
1606445594.9001706,191,0.6045933365821838
1606445607.5925827,192,0.6122830510139465
1606445620.2669804,193,0.6167737245559692
1606445633.0575902,194,0.6061368584632874
1606445645.6826746,195,0.6261271238327026
1606445658.3835468,196,0.6006777882575989
1606445671.0988014,197,0.6184002161026001
1606445683.9002833,198,0.6333168745040894
1606445696.6233678,199,0.614642322063446
1606445709.3096144,200,0.620154082775116
1606445722.0681531,201,0.6071339845657349
1606445734.8911011,202,0.5973049402236938
1606445747.613396,203,0.6168272495269775
1606445760.33594,204,0.5851773619651794
1606445773.0343297,205,0.596519947052002
1606445785.7536068,206,0.6442648768424988
1606445798.518371,207,0.6062248349189758
1606445811.289406,208,0.5969566702842712
1606445823.9889808,209,0.6006121635437012
1606445836.7520235,210,0.5989165306091309
1606445849.5781221,211,0.595677375793457
1606445862.3173308,212,0.609740138053894
1606445874.9903562,213,0.6138205528259277
1606445887.7560213,214,0.5899641513824463
1606445900.488791,215,0.6127311587333679
1606445913.230286,216,0.5887402296066284
1606445926.07558,217,0.6201266050338745
1606445938.9185932,218,0.5945832133293152
1606445951.5916572,219,0.5972821116447449
1606445964.312763,220,0.6048616766929626
1606445977.0221133,221,0.6147668361663818
1606445989.8785586,222,0.6022202968597412
1606446002.6985602,223,0.5922773480415344
1606446015.4540646,224,0.6228315830230713
1606446028.045973,225,0.5928391218185425
1606446040.910528,226,0.6016901731491089
1606446053.60416,227,0.5785672068595886
1606446066.2898943,228,0.5892011523246765
1606446079.1108367,229,0.5796819925308228
1606446091.8056886,230,0.5900892019271851
1606446104.4427993,231,0.5989930033683777
1606446117.0928304,232,0.6098167300224304
1606446129.7060287,233,0.6108300685882568
1606446142.5286775,234,0.6052829623222351
1606446155.1723857,235,0.5869971513748169
1606446167.9803355,236,0.5876059532165527
1606446180.8041515,237,0.619269073009491
1606446193.5559309,238,0.5952604413032532
1606446206.2391086,239,0.6040444374084473
1606446218.8828006,240,0.6224548816680908
1606446231.6036148,241,0.5908960103988647
1606446244.3606439,242,0.5959542989730835
1606446257.0675714,243,0.6061315536499023
1606446270.002553,244,0.5780088305473328
1606446282.770717,245,0.5927120447158813
1606446295.570437,246,0.6004421710968018
1606446308.3116763,247,0.6269516944885254
1606446321.0264087,248,0.5959593653678894
1606446333.7953968,249,0.575559139251709
1606446346.5513618,250,0.5670041441917419
1606446359.3269928,251,0.6076615452766418
1606446371.9414763,252,0.5771608948707581
1606446384.6392076,253,0.5744688510894775
1606446397.4641352,254,0.5695184469223022
1606446410.221869,255,0.5991355776786804
1606446423.0965319,256,0.57258540391922
1606446435.877694,257,0.5820446014404297
1606446448.7929392,258,0.5882107019424438
1606446461.5187652,259,0.5883873105049133
1606446474.2324898,260,0.5853985548019409
1606446486.89288,261,0.5752278566360474
1606446499.695391,262,0.5589102506637573
1606446512.5122707,263,0.5642743110656738
1606446525.2681715,264,0.5730921626091003
1606446537.9886281,265,0.5800800919532776
1606446550.775931,266,0.5906276106834412
1606446563.505347,267,0.5757404565811157
1606446576.23184,268,0.5823795795440674
1606446588.9595568,269,0.5838587880134583
1606446601.8446171,270,0.5892556309700012
1606446614.6232696,271,0.5769426226615906
1606446627.3734937,272,0.570464015007019
1606446640.151069,273,0.5609564185142517
1606446652.9586778,274,0.5844172239303589
1606446665.7139986,275,0.5795091986656189
1606446678.4828155,276,0.5662773847579956
1606446691.2244267,277,0.5687059760093689
1606446704.1113658,278,0.5731483101844788
1606446716.7973716,279,0.5548723936080933
1606446729.4550161,280,0.5511407852172852
1606446742.1071262,281,0.5688857436180115
1606446754.9098108,282,0.5820826292037964
1606446767.5920877,283,0.548982560634613
1606446780.2680037,284,0.5805559754371643
1606446792.9303553,285,0.555311381816864
1606446805.6410923,286,0.5783123970031738
1606446818.3867114,287,0.5987855792045593
1606446831.118965,288,0.5611598491668701
1606446843.7683425,289,0.5541051030158997
1606446856.664407,290,0.5746713280677795
1606446869.4207416,291,0.568236768245697
1606446882.1999474,292,0.5671864151954651
1606446894.9888968,293,0.5579597353935242
1606446907.6768827,294,0.5619819760322571
1606446920.264982,295,0.5566800236701965
1606446933.0434616,296,0.5717600584030151
1606446945.7697449,297,0.5698298811912537
1606446958.5702772,298,0.5645396113395691
1606446971.1518548,299,0.5568313002586365
1606446983.8880265,300,0.5396456122398376
1606446996.6250525,301,0.5706012845039368
1606447009.4477816,302,0.5628682971000671
1606447022.2871933,303,0.5749907493591309
1606447034.9727354,304,0.5497705936431885
1606447047.774059,305,0.5452015399932861
1606447060.5449152,306,0.5436335206031799
1606447073.2995718,307,0.55463707447052
1606447085.9287112,308,0.5510441660881042
1606447098.5888271,309,0.5553992986679077
1606447111.3911502,310,0.5579050779342651
1606447123.9266453,311,0.5876607298851013
1606447136.6974816,312,0.5483441352844238
1606447149.3530893,313,0.5425356030464172
1606447162.1351306,314,0.5645145177841187
1606447174.8027112,315,0.5433583855628967
1606447187.5169435,316,0.5376847982406616
1606447200.1616411,317,0.5584515929222107
1606447212.9964015,318,0.543890118598938
1606447225.74168,319,0.5539584159851074
1606447238.4003832,320,0.5365265607833862
1606447251.1088514,321,0.5848710536956787
1606447263.9364328,322,0.5615421533584595
1606447276.7006903,323,0.5625357031822205
1606447289.4214556,324,0.5608452558517456
1606447302.1592588,325,0.5725041627883911
1606447314.9938939,326,0.5472274422645569
1606447327.6633394,327,0.5345953702926636
1606447340.4878325,328,0.5416406393051147
1606447353.1556962,329,0.5502781867980957
1606447365.9303575,330,0.5565004944801331
1606447378.6223314,331,0.5598874688148499
1606447391.3693414,332,0.5625281929969788
1606447404.1066191,333,0.5420927405357361
1606447416.8560567,334,0.5437246561050415
1606447429.6354573,335,0.5399227142333984
1606447442.3544683,336,0.5241385102272034
1606447455.1023643,337,0.5617967247962952
1606447467.9383516,338,0.5621079802513123
1606447480.6684241,339,0.5479651689529419
1606447493.4303277,340,0.5710809826850891
1606447506.3024817,341,0.552144467830658
1606447519.6540837,342,0.537051796913147
1606447532.9013183,343,0.5437334179878235
1606447546.2813632,344,0.5479087233543396
1606447559.5446267,345,0.5499997138977051
1606447572.7806313,346,0.5505037903785706
1606447586.006958,347,0.5519112944602966
1606447599.2549667,348,0.5603303909301758
1606447612.244021,349,0.5192216038703918
1606447625.564109,350,0.5560969114303589
